Employee_ID,Age,Gender,Education,Experience_Years,Department,Job_Level,Performance_Rating,Certifications,Overtime_Hours,Remote_Work,City,Company_Tenure,Projects_Completed,Skill_Score,Annual_Salary_LPA
EMP10276,39,Female,Diploma,11,Operations,Mid,2,2,46,Yes,Mumbai,0,23,86,43.53
EMP10277,60,Male,Bachelor,28,IT,Lead,2,10,36,Yes,Hyderabad,3,30,81,80.11
EMP10278,31,Female,Bachelor,7,IT,Junior,1,10,40,No,Hyderabad,7,15,50,32.06
EMP10279,21,Female,Diploma,0,Sales,Junior,1,6,28,No,Delhi,0,6,76,21.6
EMP10280,57,Female,Bachelor,23,Sales,Senior,2,2,28,Yes,Delhi,2,26,52,55.04
EMP10281,45,Female,Master,15,Marketing,Mid,2,1,35,Yes,Chennai,2,11,88,52.43
EMP10282,27,Female,Master,6,Sales,Junior,3,3,12,Yes,Delhi,6,23,85,39.17
EMP10283,57,Female,Bachelor,26,Operations,Lead,5,7,9,No,Mumbai,1,12,50,70.68
EMP10284,34,Female,PhD,0,Marketing,Junior,2,10,18,No,Hyderabad,0,16,57,30.73
EMP10285,55,Female,Bachelor,12,Marketing,Mid,4,2,23,No,Hyderabad,12,12,61,39.9
EMP10286,38,Female,PhD,10,Marketing,Mid,5,0,9,Yes,Delhi,3,3,92,55.93
EMP10287,54,Female,Bachelor,21,Marketing,Senior,4,8,43,Yes,Mumbai,15,19,65,59.19
EMP10288,49,Female,Bachelor,20,Marketing,Senior,2,2,13,Yes,Mumbai,6,5,52,42.77
EMP10289,37,Female,Diploma,10,Operations,Mid,3,1,5,No,Delhi,10,18,75,42.96
EMP10290,60,Male,Bachelor,17,Operations,Senior,5,8,50,Yes,Delhi,13,4,76,60.83
EMP10291,27,Female,Bachelor,4,Marketing,Junior,3,8,56,No,Delhi,4,29,76,34.45
EMP10292,46,Female,Master,17,IT,Senior,2,9,38,No,Hyderabad,12,2,75,64.46
EMP10293,22,Male,Diploma,1,HR,Junior,3,4,19,Yes,Hyderabad,1,27,81,29.89
EMP10294,49,Male,Bachelor,14,HR,Mid,3,4,46,No,Chennai,13,20,91,43.4
EMP10295,44,Female,Bachelor,17,Operations,Senior,1,8,50,Yes,Mumbai,5,3,69,48.58
EMP10296,33,Male,Bachelor,7,Marketing,Junior,1,3,2,No,Delhi,7,2,73,26.62
EMP10297,36,Female,Bachelor,10,Sales,Mid,3,7,38,Yes,Hyderabad,10,6,80,42.8
EMP10298,24,Male,Master,3,Sales,Junior,2,9,49,No,Delhi,3,28,64,34.07
EMP10299,21,Male,Bachelor,0,Sales,Junior,4,2,41,No,Chennai,0,20,50,23.16
EMP10300,43,Female,Master,11,IT,Mid,4,4,13,No,Hyderabad,11,10,93,53.18
EMP10301,27,Female,Bachelor,6,Sales,Junior,4,1,21,Yes,Mumbai,6,21,70,33.63
EMP10302,36,Male,Master,12,Sales,Mid,1,9,25,No,Chennai,10,22,58,47.17
EMP10303,23,Male,Master,2,Marketing,Junior,5,9,52,No,Hyderabad,2,11,96,45.23
EMP10304,56,Female,Master,17,Operations,Senior,2,4,6,Yes,Hyderabad,15,5,97,54.32
EMP10305,35,Female,Bachelor,1,Operations,Junior,3,3,47,No,Chennai,1,14,100,37.59
EMP10306,51,Male,Diploma,20,Marketing,Senior,1,10,37,No,Chennai,2,16,62,49.83
EMP10307,30,Male,Bachelor,6,HR,Junior,2,3,21,Yes,Chennai,6,19,79,27.57
EMP10308,32,Male,PhD,11,HR,Mid,3,10,3,Yes,Chennai,0,15,67,48.84
EMP10309,26,Female,Bachelor,3,IT,Junior,2,9,27,Yes,Hyderabad,3,13,77,36.73
EMP10310,41,Male,Bachelor,13,Sales,Mid,5,3,1,No,Mumbai,0,21,96,53.37
EMP10311,53,Female,Diploma,16,Marketing,Senior,5,4,10,No,Chennai,2,27,52,52.71
EMP10312,29,Male,Bachelor,8,HR,Mid,3,7,22,Yes,Delhi,6,6,75,41.29
EMP10313,31,Female,PhD,,Operations,Mid,1,5,45,Yes,Delhi,1,13,90,48.57
EMP10314,22,Female,Master,0,HR,Junior,1,1,26,Yes,Delhi,0,13,57,22.57
EMP10315,27,Male,Bachelor,3,IT,Junior,5,4,39,No,Mumbai,3,14,56,38.88
EMP10316,37,Male,Master,2,HR,Junior,5,3,22,No,Hyderabad,2,10,60,35.79
EMP10317,21,Male,Master,0,IT,Junior,1,1,53,No,Mumbai,0,5,55,25.77
EMP10318,39,Male,Diploma,6,Sales,Junior,3,7,3,No,Chennai,3,27,61,27.59
EMP10319,27,Male,Bachelor,6,Marketing,Junior,1,0,54,No,Delhi,4,22,91,33.17
EMP10320,42,Female,Master,,Marketing,Junior,2,1,25,No,Mumbai,7,15,67,30.76
EMP10321,24,Female,Bachelor,0,Marketing,Junior,2,1,26,No,Delhi,0,26,86,34.41
EMP10322,29,Male,Bachelor,3,Sales,Junior,4,7,7,Yes,Mumbai,3,15,52,27.09
EMP10323,42,Male,Master,11,Marketing,Mid,5,8,44,Yes,Delhi,3,14,92,50.58
EMP10324,31,Male,PhD,0,Sales,Junior,5,7,54,Yes,Hyderabad,0,28,60,41.04
EMP10325,24,Male,Master,0,Operations,Junior,5,3,35,No,Delhi,0,13,65,35.84
EMP10326,49,Female,Bachelor,24,Operations,Lead,3,1,31,Yes,Delhi,0,4,,69.83
EMP10327,60,Female,Diploma,22,Sales,Senior,3,8,35,Yes,Mumbai,6,21,92,59.38
EMP10328,42,Female,Master,21,IT,Senior,5,9,38,Yes,Mumbai,15,23,92,184.19
EMP10329,43,Male,Diploma,13,Marketing,Mid,3,8,33,Yes,Chennai,11,23,56,40.53
EMP10330,60,Male,Master,24,IT,Lead,2,3,7,No,Delhi,12,7,79,71.32
EMP10331,58,Male,Master,19,Marketing,Senior,1,7,29,No,Mumbai,4,16,50,51.76
EMP10332,32,Female,Diploma,6,HR,Junior,2,1,24,No,Chennai,6,17,74,25.57
EMP10333,39,Female,PhD,7,Operations,Junior,4,2,8,No,Mumbai,7,20,94,50.32
EMP10334,60,Male,Master,22,Sales,Senior,3,10,22,Yes,Hyderabad,4,23,91,72.06
EMP10335,58,Female,Diploma,11,Marketing,Mid,5,10,45,Yes,Delhi,11,22,97,52.62
EMP10336,30,Male,Diploma,9,Sales,Mid,1,10,3,Yes,Delhi,6,9,98,33.88
EMP10337,39,Male,Master,9,Operations,Mid,2,8,2,Yes,Chennai,9,27,,45.49
EMP10338,39,Female,Diploma,5,IT,Junior,1,6,24,Yes,Hyderabad,5,26,93,34.62
EMP10339,49,Male,PhD,12,HR,Mid,2,10,45,No,Chennai,11,25,87,58.11
EMP10340,25,Female,Bachelor,4,Sales,Junior,2,2,47,Yes,Mumbai,3,13,52,31.41
EMP10341,37,Female,Master,12,Operations,Mid,1,5,29,No,Chennai,4,2,59,35.66
EMP10342,56,Male,Master,18,Operations,Senior,3,1,50,Yes,Chennai,10,17,64,57.47
EMP10343,46,Female,Bachelor,10,HR,Mid,1,5,14,No,Delhi,6,22,71,40.19
EMP10344,43,Female,Bachelor,12,IT,Mid,4,3,57,No,Hyderabad,7,2,93,46.93
EMP10345,39,Female,Master,13,Sales,Mid,1,8,52,Yes,Hyderabad,11,17,82,48.63
EMP10346,27,Male,Master,2,HR,Junior,2,8,34,No,Delhi,0,21,54,32.98
EMP10347,48,Female,Bachelor,11,IT,Mid,1,10,9,Yes,Mumbai,0,15,95,50.5
EMP10348,56,Female,Bachelor,23,Marketing,Senior,1,9,52,No,Hyderabad,7,30,66,57.87
EMP10349,28,Male,Master,5,IT,Junior,5,0,41,No,Delhi,2,25,97,42.8
EMP10350,,Male,Master,15,Operations,Mid,5,1,18,Yes,Mumbai,14,13,75,52.6
EMP10351,55,Female,Diploma,18,IT,Senior,3,10,9,Yes,Delhi,9,22,100,66.25
EMP10352,57,Female,Bachelor,18,Operations,Senior,5,6,34,Yes,Mumbai,2,10,63,53.72
EMP10353,60,Male,Diploma,17,Operations,Senior,3,3,7,No,Delhi,5,22,86,57.82
EMP10354,25,Male,Master,0,HR,Junior,3,1,12,Yes,Hyderabad,0,11,72,33.06
EMP10355,33,Female,Master,0,HR,Junior,3,7,28,No,Hyderabad,0,20,92,39.49
EMP10356,31,Female,Bachelor,6,Sales,Junior,1,5,15,Yes,Hyderabad,6,23,97,36.26
EMP10357,50,Male,Bachelor,15,Operations,Mid,4,5,49,Yes,Hyderabad,9,16,85,52.15
EMP10358,29,Male,PhD,4,IT,Junior,5,3,16,No,Mumbai,2,24,54,49.21
EMP10359,56,Male,Bachelor,21,HR,Senior,3,8,57,No,Mumbai,15,21,99,63.3
EMP10360,53,Male,PhD,17,HR,Senior,1,6,23,No,Mumbai,0,22,65,58.58
EMP10361,57,Female,Bachelor,22,Sales,Senior,2,7,60,No,Mumbai,11,2,64,49.77
EMP10362,34,Male,Bachelor,2,Sales,Junior,5,5,24,Yes,Hyderabad,2,30,79,39.88
EMP10363,37,Female,Bachelor,10,IT,Mid,5,8,36,No,Chennai,5,13,91,49.6
EMP10364,35,Female,Diploma,8,IT,Mid,5,6,22,Yes,Chennai,8,16,100,48.74
EMP10365,25,Male,Bachelor,0,IT,Junior,5,10,17,Yes,Chennai,0,5,61,29.32
EMP10366,28,Male,Master,4,Marketing,Junior,4,10,30,Yes,Mumbai,4,7,87,36.11
EMP10367,57,Male,Bachelor,23,Sales,Senior,5,2,8,Yes,Chennai,1,29,86,60.39
EMP10368,57,Female,Master,25,Marketing,Lead,1,10,52,No,Mumbai,9,3,63,68.47
EMP10369,47,Female,Bachelor,16,Sales,Senior,5,2,50,No,Delhi,5,20,92,62.25
EMP10370,45,Female,PhD,21,Operations,Senior,2,1,1,Yes,Mumbai,6,17,82,69.94
EMP10371,60,Male,Diploma,16,Operations,Senior,5,0,56,Yes,Chennai,3,3,80,47.66
EMP10372,44,Female,Bachelor,11,Operations,Mid,1,8,27,Yes,Chennai,7,26,80,44.08
EMP10373,51,Male,Master,20,IT,Senior,2,1,18,Yes,Delhi,13,9,62,55.22
EMP10374,,Female,Bachelor,8,Operations,Mid,3,6,23,No,Hyderabad,3,5,77,37.78
EMP10375,46,Female,Bachelor,12,Sales,Mid,2,6,35,No,Chennai,12,6,73,35.53
EMP10376,28,Female,PhD,0,Operations,Junior,2,7,50,Yes,Mumbai,0,4,63,30.29
EMP10377,21,Female,Bachelor,0,IT,Junior,1,2,30,Yes,Chennai,0,3,54,24.96
EMP10378,46,Male,Diploma,11,HR,Mid,5,10,33,No,Chennai,9,23,88,54.1
EMP10379,54,Male,Bachelor,21,IT,Senior,3,3,2,Yes,Delhi,7,20,60,59.85
EMP10380,46,Male,Master,11,IT,Mid,3,10,25,Yes,Hyderabad,11,19,62,51.6
EMP10381,56,Male,Master,18,Marketing,Senior,5,5,22,Yes,Hyderabad,8,8,88,61.37
EMP10382,53,Female,Diploma,29,Operations,Lead,1,8,4,No,Chennai,9,11,57,65.46
EMP10383,57,Female,Diploma,26,IT,Lead,4,3,48,No,Delhi,10,25,79,73.04
EMP10384,45,Female,Diploma,14,Operations,Mid,2,10,44,Yes,Hyderabad,7,26,70,51.61
EMP10385,26,Male,Master,0,Sales,Junior,4,10,47,Yes,Hyderabad,0,3,85,39.79
EMP10386,33,Male,Bachelor,10,HR,Mid,4,3,15,No,Mumbai,7,28,66,41.71
EMP10387,28,Male,PhD,6,Sales,Junior,1,10,42,No,Chennai,6,20,50,40.32
EMP10388,57,Male,Bachelor,24,Marketing,Lead,3,7,11,No,Delhi,8,13,64,61.69
EMP10389,46,Male,Bachelor,12,HR,Mid,2,7,7,No,Delhi,12,11,94,42.46
EMP10390,60,Female,Diploma,23,Sales,Senior,3,2,35,No,Mumbai,8,8,67,57.31
EMP10391,34,Male,Master,8,Operations,Mid,4,5,23,Yes,Delhi,8,9,78,41.19
EMP10392,36,Male,Master,10,IT,Mid,5,6,54,Yes,Chennai,10,7,59,48.38
EMP10393,54,Male,Bachelor,22,HR,Senior,5,5,50,Yes,Mumbai,15,10,66,61.94
EMP10394,51,Female,Master,21,Sales,Senior,1,7,47,No,Delhi,10,9,73,58.63
EMP10395,43,Female,Bachelor,12,Operations,Mid,5,3,36,No,Chennai,5,25,68,42.42
EMP10396,45,Female,Bachelor,16,Operations,Senior,5,4,29,No,Delhi,4,28,60,58.32
EMP10397,42,Female,Bachelor,13,Marketing,Mid,2,5,20,No,Chennai,9,23,67,38.02
EMP10398,32,Male,Bachelor,2,Marketing,Junior,1,2,46,Yes,Delhi,2,22,66,29.36
EMP10399,51,Male,Bachelor,17,Operations,Senior,5,0,1,Yes,Delhi,12,17,98,62.94
EMP10400,45,Male,Bachelor,14,HR,Mid,3,3,15,Yes,Delhi,9,15,90,45.59
EMP10401,41,Male,Diploma,15,Operations,Mid,4,7,55,Yes,Chennai,8,18,78,46.35
EMP10402,57,Female,Master,21,IT,Senior,4,8,40,No,Hyderabad,9,30,72,67.71
EMP10403,37,Male,Bachelor,7,Marketing,Junior,2,4,0,Yes,Chennai,0,17,98,34.67
EMP10404,51,Male,PhD,18,Operations,Senior,3,0,49,No,Mumbai,13,26,68,63.66
EMP10405,56,Female,PhD,26,HR,Lead,4,6,15,No,Delhi,5,23,97,80.67
EMP10406,36,Female,Bachelor,8,IT,Mid,5,9,51,Yes,Mumbai,8,10,91,48.73
EMP10407,50,Male,Bachelor,23,Operations,Senior,5,7,17,Yes,Mumbai,15,7,70,63.79
EMP10408,39,Male,Bachelor,14,IT,Mid,3,2,45,No,Mumbai,14,24,50,42.54
EMP10409,40,Male,Bachelor,12,Marketing,Mid,4,5,29,Yes,Chennai,1,11,55,42.42
EMP10410,37,Female,Bachelor,9,IT,Mid,4,0,7,Yes,Chennai,7,13,99,49.75
EMP10411,27,Female,Diploma,1,HR,Junior,5,10,13,Yes,Delhi,1,13,93,37.18
EMP10412,40,Male,Diploma,19,HR,Senior,2,5,56,No,Hyderabad,1,28,92,54.91
EMP10413,38,Female,Master,8,HR,Mid,5,1,25,No,Delhi,7,1,52,41.36
EMP10414,52,Male,Bachelor,24,HR,Lead,1,10,39,Yes,Mumbai,10,30,98,71.23
EMP10415,41,Male,Bachelor,10,Marketing,Mid,5,10,48,No,Mumbai,10,26,78,48.55
EMP10416,23,Female,Bachelor,0,HR,Junior,4,7,35,No,Hyderabad,0,18,94,30.04
EMP10417,38,Female,Bachelor,6,Sales,Junior,5,8,10,No,Chennai,2,17,59,83.12
EMP10418,53,Male,Bachelor,19,IT,Senior,4,2,56,No,Mumbai,0,20,73,62.35
EMP10419,52,Female,Bachelor,24,Operations,Lead,5,2,39,Yes,Delhi,9,11,76,68.3
EMP10420,29,Male,Bachelor,8,Marketing,Mid,2,0,12,No,Hyderabad,3,16,62,34.06
EMP10421,35,Male,Master,8,IT,Mid,5,1,0,No,Chennai,6,21,81,51.37
EMP10422,24,Female,Bachelor,0,HR,Junior,5,4,33,Yes,Delhi,0,24,54,29.75
EMP10423,55,Male,Master,21,Operations,Senior,4,3,12,No,Delhi,7,19,,67.58
EMP10424,57,Male,PhD,22,Operations,Senior,3,10,29,No,Hyderabad,13,29,56,76.87
EMP10425,55,Female,PhD,17,Marketing,Senior,5,7,59,No,Hyderabad,11,29,70,65.61
EMP10426,57,Female,Diploma,19,IT,Senior,5,3,24,Yes,Hyderabad,8,12,78,57.93
EMP10427,54,Female,Bachelor,17,Sales,Senior,2,4,0,Yes,Delhi,9,8,63,53.12
EMP10428,43,Male,Bachelor,18,Sales,Senior,2,2,16,Yes,Chennai,11,29,87,54.94
EMP10429,34,Male,Master,4,Sales,Junior,1,5,50,Yes,Chennai,4,6,81,32.36
EMP10430,24,Male,Master,0,Operations,Junior,3,5,56,Yes,Chennai,0,14,57,31.25
EMP10431,54,Male,Bachelor,20,Marketing,Senior,1,5,34,No,Delhi,4,11,82,48.95
EMP10432,39,Male,Master,16,Sales,Senior,4,2,8,Yes,Chennai,10,3,80,59.99
EMP10433,29,Male,Master,2,Operations,Junior,2,7,35,Yes,Mumbai,2,16,75,34.19
EMP10434,48,Female,Bachelor,17,Sales,Senior,3,10,59,Yes,Hyderabad,2,4,92,57.4
EMP10435,22,Female,Bachelor,1,HR,Junior,3,2,22,Yes,Hyderabad,1,20,59,31.88
EMP10436,26,Male,Bachelor,2,IT,Junior,1,0,15,No,Chennai,2,28,68,27.71
EMP10437,42,Female,Master,7,Operations,Junior,2,8,13,Yes,Delhi,6,18,83,38.56
EMP10438,54,Female,Bachelor,19,IT,Senior,1,4,10,Yes,Chennai,1,10,62,57.48
EMP10439,44,Male,Diploma,11,Marketing,Mid,1,0,18,Yes,Mumbai,11,8,74,35.77
EMP10440,50,Female,Bachelor,17,Marketing,Senior,5,0,2,Yes,Delhi,7,30,83,62.82
EMP10441,43,Male,Master,22,Marketing,Senior,3,10,19,Yes,Hyderabad,7,17,67,60.16
EMP10442,42,Male,Bachelor,10,Operations,Mid,4,10,8,Yes,Chennai,2,24,74,50.03
EMP10443,59,Male,Master,25,HR,Lead,3,7,34,Yes,Hyderabad,4,7,91,77.69
EMP10444,54,Male,Bachelor,22,Operations,Senior,2,6,58,Yes,Mumbai,4,21,86,61.62
EMP10445,30,Female,Master,7,Sales,Junior,1,5,56,Yes,Mumbai,7,14,69,38.78
EMP10446,32,Male,Master,9,HR,Mid,1,9,39,Yes,Hyderabad,8,20,86,44.72
EMP10447,51,Female,Bachelor,22,Marketing,Senior,2,8,54,No,Chennai,15,23,91,63.96
EMP10448,33,Female,Bachelor,12,HR,Mid,2,0,26,Yes,Delhi,0,30,67,42.8
EMP10449,49,Male,Bachelor,16,IT,Senior,5,7,44,No,Hyderabad,10,28,79,63.89
EMP10450,57,Female,Master,26,IT,Lead,5,8,33,Yes,Chennai,1,17,56,74.65
EMP10451,23,Female,Bachelor,2,Sales,Junior,5,6,33,No,Chennai,1,7,68,29.52
EMP10452,39,Female,Bachelor,10,Operations,Mid,5,0,44,Yes,Mumbai,4,15,91,51.99
EMP10453,55,Male,Master,21,HR,Senior,2,6,26,No,Delhi,10,15,51,54.49
EMP10454,31,Male,Master,0,Marketing,Junior,1,1,7,Yes,Chennai,0,21,73,29.19
EMP10455,23,Male,PhD,2,IT,Junior,2,5,36,No,Hyderabad,2,6,59,42.84
EMP10456,49,Male,Bachelor,15,Sales,Mid,3,10,11,Yes,Chennai,3,29,58,48.16
EMP10457,52,Female,Master,19,Marketing,Senior,5,0,38,Yes,Delhi,15,8,63,61.38
EMP10458,56,Male,Bachelor,,Sales,Senior,3,9,40,Yes,Mumbai,6,2,61,55.59
EMP10459,57,Female,Diploma,24,HR,Lead,5,4,21,No,Mumbai,2,2,56,63.66
EMP10460,58,Female,PhD,20,Marketing,Senior,3,0,5,Yes,Hyderabad,9,11,73,62.23
EMP10461,28,Male,Master,7,IT,Junior,3,5,33,Yes,Chennai,7,17,63,36.07
EMP10462,59,Female,Diploma,23,Operations,Senior,3,6,38,No,Chennai,10,9,83,56.15
EMP10463,32,Male,Bachelor,11,IT,Mid,5,3,45,Yes,Chennai,9,7,50,37.63
EMP10464,42,Male,Master,10,Sales,Mid,3,8,51,Yes,Hyderabad,6,1,90,46.73
EMP10465,56,Male,PhD,27,HR,Lead,3,0,7,No,Hyderabad,10,11,75,75.05
EMP10466,51,Female,Diploma,15,Operations,Mid,4,0,41,No,Chennai,4,16,59,48.19
EMP10467,47,Male,Bachelor,9,Sales,Mid,1,8,19,No,Delhi,9,18,84,34.6
EMP10468,38,Female,Bachelor,11,IT,Mid,1,5,24,No,Hyderabad,5,19,88,44.39
EMP10469,38,Female,Bachelor,6,Sales,Junior,4,1,31,Yes,Delhi,6,12,78,36.93
EMP10470,23,Male,Bachelor,2,Marketing,Junior,2,1,28,No,Hyderabad,0,26,80,28.61
EMP10471,27,Female,Bachelor,0,Operations,Junior,5,10,8,Yes,Delhi,0,24,52,35.72
EMP10472,23,Male,Master,2,Sales,Junior,5,1,21,Yes,Hyderabad,2,29,52,34.9
EMP10473,34,Female,PhD,13,IT,Mid,3,3,12,No,Mumbai,9,9,84,53.29
EMP10474,28,Female,Master,0,Sales,Junior,1,9,35,Yes,Hyderabad,0,7,84,28.12
EMP10475,31,Male,Bachelor,5,Marketing,Junior,1,4,39,Yes,Delhi,5,18,78,31.23
EMP10476,26,Female,Bachelor,2,HR,Junior,4,6,11,Yes,Chennai,2,20,72,31.46
EMP10477,26,Female,Master,0,HR,Junior,4,1,29,Yes,Hyderabad,0,22,91,38.68
EMP10478,46,Male,Bachelor,14,IT,Mid,2,10,21,No,Chennai,10,15,81,52.1
EMP10479,31,Female,PhD,7,IT,Junior,3,5,38,No,Delhi,4,17,56,45.47
EMP10480,55,Male,Master,22,Marketing,Senior,4,6,37,No,Delhi,13,8,89,64.89
EMP10481,58,Male,Bachelor,24,IT,Lead,4,6,36,No,Delhi,10,18,94,81.09
EMP10482,50,Female,Bachelor,18,IT,Senior,3,8,6,No,Hyderabad,14,6,69,58.78
EMP10483,24,Male,PhD,1,HR,Junior,1,3,52,No,Hyderabad,1,29,87,41.47
EMP10484,57,Female,Diploma,18,Marketing,Senior,4,3,13,No,Delhi,10,10,86,59.4
EMP10485,60,Male,Bachelor,23,Operations,Senior,5,6,54,Yes,Delhi,4,28,68,61.51
EMP10486,43,Female,Master,13,Marketing,Mid,1,4,55,No,Chennai,0,8,77,39.51
EMP10487,34,Female,PhD,11,HR,Mid,2,7,8,No,Mumbai,6,18,74,47.74
EMP10488,25,Male,Bachelor,0,Marketing,Junior,1,2,46,No,Chennai,0,22,77,19.38
EMP10489,50,Male,Bachelor,15,Operations,Mid,5,6,35,Yes,Chennai,14,13,72,41.93
EMP10490,36,Female,Master,2,IT,Junior,5,4,26,No,Delhi,2,2,,35.98
EMP10491,54,Male,Bachelor,22,IT,Senior,3,7,33,No,Delhi,2,17,89,66.43
EMP10492,55,Female,Bachelor,16,Sales,Senior,1,7,29,No,Mumbai,15,19,96,56.06
EMP10493,59,Male,Master,22,Sales,Senior,3,9,16,Yes,Hyderabad,1,21,80,61.72
EMP10494,29,Female,Bachelor,8,Sales,Mid,5,1,54,Yes,Delhi,8,9,58,41.13
EMP10495,58,Female,PhD,21,HR,Senior,2,10,28,No,Mumbai,11,26,61,65.33
EMP10496,23,Female,PhD,2,HR,Junior,3,1,9,No,Mumbai,2,27,81,34.02
EMP10497,43,Female,Bachelor,12,Sales,Mid,1,10,16,No,Mumbai,3,2,60,36.65
EMP10498,45,Female,Bachelor,10,Sales,Mid,4,4,9,Yes,Delhi,10,1,68,38.76
EMP10499,43,Female,PhD,20,Sales,Senior,4,9,58,No,Chennai,8,11,67,66.87
EMP10500,36,Male,Bachelor,6,IT,Junior,5,3,33,Yes,Delhi,6,22,94,46.02
EMP10501,27,Female,Bachelor,6,IT,Junior,5,1,43,Yes,Delhi,6,12,64,39.97
EMP10502,59,Male,Diploma,23,HR,Senior,2,9,40,No,Mumbai,3,23,57,53.61
EMP10503,32,Female,PhD,9,Sales,Mid,3,4,29,No,Mumbai,2,21,79,53.03
EMP10504,38,Female,Bachelor,13,IT,Mid,1,6,24,No,Mumbai,10,2,66,44.21
EMP10505,32,Male,Diploma,10,Sales,Mid,4,1,9,Yes,Delhi,10,7,89,39.44
EMP10506,57,Male,Diploma,26,Marketing,Lead,3,7,1,No,Mumbai,15,5,91,70.24
EMP10507,46,Female,PhD,23,IT,Senior,5,0,32,Yes,Delhi,15,16,77,70.88
EMP10508,51,Female,Bachelor,24,IT,Lead,1,9,34,No,Hyderabad,11,11,93,72.54
EMP10509,50,Female,Master,14,Sales,Mid,3,10,12,No,Delhi,5,18,52,46.05
EMP10510,43,Male,Bachelor,11,IT,Mid,4,1,56,Yes,Chennai,11,24,62,46.57
EMP10511,55,Female,Bachelor,22,IT,Senior,3,7,34,No,Delhi,14,1,52,54.68
EMP10512,54,Male,Diploma,19,IT,Senior,4,10,55,Yes,Chennai,4,24,87,69.38
EMP10513,51,Male,Diploma,24,IT,Lead,5,0,15,No,Mumbai,4,1,61,68.76
EMP10514,25,Female,Bachelor,2,Marketing,Junior,1,1,31,No,Delhi,2,3,62,21.86
EMP10515,57,Male,Bachelor,24,IT,Lead,5,2,20,No,Mumbai,6,25,52,70.43
EMP10516,31,Male,Bachelor,4,Operations,Junior,3,8,10,No,Mumbai,4,8,87,31.14
EMP10517,52,Female,Bachelor,20,Marketing,Senior,1,0,0,Yes,Mumbai,5,30,55,54.69
EMP10518,38,Male,Master,8,Marketing,Mid,5,7,26,Yes,Hyderabad,7,6,89,51.07
EMP10519,21,Female,Diploma,0,Operations,Junior,5,3,12,Yes,Chennai,0,17,56,22.81
EMP10520,34,Female,Master,8,HR,Mid,3,0,12,Yes,Delhi,3,26,,42.89
EMP10521,39,Female,Bachelor,17,IT,Senior,2,6,16,Yes,Mumbai,10,20,98,60.42
EMP10522,52,Female,Bachelor,22,Sales,Senior,5,1,4,Yes,Delhi,7,24,78,62.98
EMP10523,27,Male,Master,2,Marketing,Junior,2,6,55,Yes,Chennai,2,13,64,31.45
EMP10524,60,Male,Master,26,Sales,Lead,4,2,24,Yes,Hyderabad,11,5,79,68.12
EMP10525,57,Female,Bachelor,27,Sales,Lead,1,4,8,Yes,Hyderabad,3,28,79,75.59
EMP10526,60,Female,Diploma,20,HR,Senior,2,9,35,No,Chennai,7,3,76,50.89
EMP10527,48,Male,Diploma,18,IT,Senior,2,3,20,No,Delhi,13,19,64,54.28
EMP10528,51,Male,Master,15,HR,Mid,5,0,27,Yes,Delhi,12,16,94,50.29
EMP10529,47,Male,Bachelor,15,Sales,Mid,2,2,22,Yes,Chennai,9,8,91,47.87
EMP10530,58,Female,Bachelor,24,Sales,Lead,1,7,29,No,Delhi,4,28,95,70.94
EMP10531,25,Female,Master,4,Operations,Junior,4,5,33,Yes,Delhi,1,10,77,29.1
EMP10532,42,Male,Bachelor,17,Marketing,Senior,1,8,60,Yes,Hyderabad,11,29,53,45.73
EMP10533,56,Male,Master,19,Marketing,Senior,1,8,45,Yes,Mumbai,6,5,71,51.29
EMP10534,38,Female,Bachelor,5,Marketing,Junior,5,10,27,Yes,Chennai,5,2,54,33.98
EMP10535,55,Male,Bachelor,18,Marketing,Senior,3,7,39,Yes,Delhi,11,26,93,60.99
EMP10536,32,Male,Master,6,HR,Junior,3,1,6,Yes,Hyderabad,5,9,57,31.98
EMP10537,15,Male,Bachelor,20,IT,Senior,2,7,22,Yes,Mumbai,13,15,97,59.8
EMP10538,54,Female,Master,23,Operations,Senior,3,6,37,No,Chennai,10,21,91,65.37
EMP10539,29,Female,Diploma,0,IT,Junior,3,2,50,Yes,Hyderabad,0,8,80,27.42
EMP10540,31,Male,Bachelor,10,IT,Mid,5,2,45,Yes,Hyderabad,9,6,61,46
EMP10541,49,Male,Master,15,Sales,Mid,3,5,11,Yes,Hyderabad,6,18,95,52.3
EMP10542,31,Male,Diploma,4,Sales,Junior,5,4,7,Yes,Delhi,0,13,81,40.28
EMP10543,55,Male,PhD,21,Marketing,Senior,5,5,41,No,Delhi,9,16,68,68.59
EMP10544,23,Female,Master,2,HR,Junior,2,10,35,No,Hyderabad,2,10,51,28.17
EMP10545,24,Female,Bachelor,0,IT,Junior,5,10,12,No,Delhi,0,26,99,41.96
EMP10546,46,Female,Bachelor,14,Marketing,Mid,2,7,20,No,Chennai,1,30,92,48.39
EMP10547,39,Male,Bachelor,13,Marketing,Mid,3,5,19,No,Chennai,13,28,85,47.21
EMP10548,48,Female,Master,19,Operations,Senior,4,2,53,No,Delhi,2,5,63,56.91
EMP10549,58,Female,Bachelor,22,Marketing,Senior,4,1,0,Yes,Mumbai,13,21,67,53.36
EMP10550,45,Female,Master,18,Marketing,Senior,3,8,31,Yes,Delhi,1,27,69,60.89
EMP10551,30,Female,Bachelor,9,Marketing,Mid,3,4,40,Yes,Delhi,9,4,91,31.56
